,movie_id,mpaa
2879,3763474,Rated PG-13 for some suggestive content and brief strong language
2880,3763539,"Rated PG-13 for sexuality, some crude humor, partying and language"
2881,3763655,Rated R for language including sexual references
2882,3763743,"Rated R for pervasive language, crude and sexual humor, nudity, some drug use and bloody violence"
2883,3763887,"Rated PG-13 for some violence, scary images, thematic elements and language"
2884,3763988,Rated PG-13 for some drug material and a scene of violence
2885,3764122,Rated R for some sexual content
2886,3764248,Rated PG-13 for some violent images and brief nudity
2887,3764413,"Rated PG for thematic elements, some violent content and smoking"
2888,3765441,"Rated R for some bloody war images, and language including sexual references"
2889,3765645,Rated R for language including some sexual references
2890,3765765,Rated R for language
2891,3765778,Rated PG for some sequences of scary action and peril
2892,3766044,Rated R for strong violence including a sexual assault
2893,3766311,Rated PG-13 for martial arts violence throughout
2894,3767202,Rated R for language and some teen drinking
2895,3767349,Rated R for language and some sexual content
2896,3767753,Rated R for violence including some bloody images
2897,3767856,Rated PG - 13 for a brief unsettling image
2898,3768092,"Rated R for language throughout, drug content, some violence and brief nudity"
2899,3768899,Rated R for violence and language
2900,3768916,Rated PG for thematic elements and a perilous situation
2901,3769016,"Rated PG-13 for horror violence, terror and brief language"
2902,3769023,"Rated R for strong bloody violence including disturbing images of war atrocities, language, and brief sexuality"
2903,3769045,"Rated R for language throughout, some sexuality and drug use"
2904,3769057,"Rated PG-13 for sexual material, brief strong language and a drug image"
2905,3769134,Rated R for language
2906,3769349,"Rated PG-13 for some disturbing images, language including sexual references, and teen drinking"
2907,3769452,Rated PG for some violent images involving animal life
2908,3769593,Rated PG for some thematic material and brief language
2909,3769668,Rated R for some sexuality and language
2910,3769985,"Rated PG-13 for thematic elements, some language, a fight and smoking"
2911,3770214,"Rated R for strong bloody violence throughout, and language"
2912,3770268,Rated PG for some mild thematic elements
2913,3770594,Rated PG-13 for sequences of fantasy violence and frightening images
2914,3770655,"Rated R for sexual content, nudity and language"
2915,3771036,"Rated PG-13 for intense sequences of horror violence, terror and some sexual references"
2916,3771220,"Rated R for sexuality, language and some violent content"
2917,3771453,"Rated PG-13 for some violence, brief language and partial nudity"
2918,3771454,"Rated PG-13 for sequences of intense combat action and violence, and for some sensuality"
2919,3771515,"Rated PG for peril, thematic elements and some mild language"
2920,3771612,"Rated PG-13 for sequences of action and violence, some sensuality and brief rude dialogue"
2921,3771748,Rated PG for mild action and rude humor
2922,3771800,Rated PG-13 for bloody images/ER medical procedures and brief strong language
2923,3771861,"Rated R for drug and alcohol use, violence, language and sexual content - all involving teens"
2924,3771953,Rated R for sexuality and language
2925,3772021,Rated PG for thematic material including some images of human suffering
2926,3772035,"Rated R for terror, some bloody images and language"
2927,3772055,"Rated R for violence, language and some sexual content"
2928,3772175,Rated R for language and some drug use
2929,3772546,Rated PG-13 for mature thematic material
2930,3772568,"Rated R for strong sexuality, brief graphic nudity, drug use, language and a disturbing image - some involving teens"
2931,3772656,Rated PG-13 for thematic material and some sexual content
2932,3772944,"Rated R for some violence, sexual content and language"
2933,3773129,Rated PG for some mild thematic elements
2934,3773655,Rated PG for mild thematic elements
2935,3773930,Rated R for violence and language
2936,3774073,"Rated R for sexual content including dialogue, and some violence"
2937,3774190,"Rated R for sexual content, nudity, bloody violence, language and some drug use"
2938,3774281,"Rated PG-13 for sequences of intense action and violence, and some suggestive material"
2939,3774832,Rated PG for mild rude humor
2940,3774860,"Rated PG-13 for some sexuality, partial nudity, and some war and sports action"
2941,3774882,Rated PG-13 for sexual content and smoking.
2942,3774940,Rated PG - 13 for thematic material involving disturbing graphic descriptions of atrocities and inhumanity
2943,3775009,Rated PG for brief mild language
2944,3775088,"Rated R for disturbing violent and sexual content, graphic nudity, language and some drug use"
2945,3775386,"Rated R for strong sexuality, graphic nudity, violence including a sexual assault, and language"
2946,3775408,Rated PG for adventure violence and action
2947,3775930,"Rated PG-13 for some sexual content, language and rude humor"
2948,3776112,Rated R for some violence and language
2949,3776303,Rated PG-13 for some sexuality and violence
2950,3776518,"Rated PG for some language, rude humor and smoking images."
2951,3776563,Rated R for language and sexual references
2952,3776592,Rated R for violence and some language
2953,3776961,Rated PG for mild thematic elements and language including some suggestive comments
2954,3777296,": Rated PG-13 for extended and intense sequences of Western violence, and for historical smoking, some language and suggestive material"
2955,3778672,Rated R for bloody violence and battle sequences
2956,3779003,"Rated PG-13 for action violence, some suggestive content, and partial nudity"
2957,3779059,Rated R for language and sexuality
2958,3779531,Rated PG-13 for some thematic elements and smoking
2959,3779832,"Rated R for bloody violence, strong sexuality, language and brief drug use"
2960,3780540,"Rated PG-13 for some strong language, injury images, and brief nudity."
2961,3780722,Rated PG-13 for some violence and thematic elements
2962,3780814,"Rated R for sexual content, graphic nudity and language"
2963,3780990,Rated PG for mild thematic elements and brief language
2964,3781215,"Rated PG-13 for thematic elements and intense sequences of sci-fi violence and action, including some disturbing images"
2965,3781367,"Rated R for strong brutal violence throughout, language, some sexual content and nudity"
2966,3781424,Rated PG-13 for brief drug content
2967,3781802,"Rated R for violence, gore, brief drug use and nudity"
2968,3782360,"Rated R for violent content, language, brief nudity, and some drug use"
2969,3782722,Rated PG for some suggestive material and brief smoking images
2970,3782884,Rated PG-13 for violence and some scary images
2971,3784111,Rated R for language and some violence/terror
2972,3784198,Rated PG-13 for some images of war violence and historical smoking
2973,3784318,Rated R for violence and terror
2974,3784508,"Rated PG-13 for intense sequences of fantasy violence and action, and some suggestive content"
2975,3784518,"Rated R for some strong violence, disturbing images, pervasive language, brief sexuality and drug use"
2976,3784696,"Rated R for sexual content, language, some nudity, brief violent images, and drug references"
2977,3784714,"Rated R for some bloody images, sexuality, drug use and language"
2978,3784903,Rated R for some violence
2979,3785113,"Rated R for violence including a rape, some sexual and drug content, and language"
2980,3785189,Rated PG for some mild rude humor
2981,3785404,"Rated PG for thematic elements, some mild drug references, language and smoking"
2982,3785456,Rated PG-13 for brief strong language
2983,3786534,"Rated R for some brutal violence, language throughout, sexuality/nudity, and drug use."
2984,3786721,"Rated R for disturbing violent content, bloody images, graphic nudity, a scene of aberrant sexuality, and language"
2985,3787407,Rated R for some sexual content and drug use
2986,3787665,"Rated R for violence, sexuality, nudity, language and brief drug use"
2987,3787721,"Rated R for drug use and language throughout, some strong sexual content and graphic nudity"
2988,3788589,"Rated R for strong violence including a sexual assault, language, sexuality/nudity and brief drug use"
2989,3788680,Rated R for violence and language
2990,3788729,Rated PG for mild action and rude humor
2991,3788856,Rated PG-13 for some sexual content and language
2992,3789018,Rated PG for mild thematic elements and brief language
2993,3789032,"Rated R for pervasive language, some violence, drug content and brief teen drinking"
2994,3789778,"Rated R for language, some sexuality and drug use"
2995,3789781,Rated PG for some mild language and thematic elements
2996,3789900,"Rated R for language, some sexuality and nudity"
2997,3790272,"Rated R for language including sexual references, and some drug use"
2998,3790924,Rated PG for thematic elements and some language
2999,3791009,Rated R for some bloody violence
3000,3791116,"Rated PG-13 on appeal for mature thematic material, sexual references and language"
3001,3791187,"Rated PG for mild action/peril, and some rude humor"
3002,3791377,"Rated PG-13 for crude and suggestive content, language and some teen partying"
3003,3791425,"Rated R for strong sexuality, graphic nudity, language and drug use."
3004,3791427,Rated PG-13 for mature thematic material and brief strong language
3005,3791591,Rated R for strong violence throughout
3006,3791631,Rated R for some strong bloody violence and language
3007,3792049,"Rated R for strong sexual content, violence and language"
3008,3792154,"Rated PG-13 for thematic material including disturbing violent images, sexual situations and some drug content"
3009,3793577,Rated PG-13 for mature thematic material
3010,3793628,"Rated PG-13 for violence, menace, sexuality and brief strong language."
3011,3793707,"Rated R for sexuality, some nudity, and language throughout"
3012,3793843,"Rated PG for thematic elements, an extended scene of peril, some suggestive material and brief language"
3013,3793954,"Rated PG-13 on appeal for mature thematic material, drug and alcohol use, sexual content including references, and a fight - all involving teens"
3014,3794315,Rated R for violence and language
3015,3794476,"Rated R for some violent content, sexuality/nudity and brief language"
3016,3794567,Rated PG-13 for brief suggestive humor and drug references
3017,3794838,Rated R for some sexuality/nudity
3018,3795057,"Rated PG for mild action, rude humor and some language"
3019,3795194,"Rated R for language throughout, some violence, teen drug and alcohol use, and a sexual reference"
3020,3796313,Rated PG-13 for mature thematic material involving violence and disturbing sequences (re-rating on appeal)
3021,3796328,"Rated R for disturbing and violent content, language, some drug use and sexual material"
3022,3796537,"Rated R for violence, language and brief drug use"
3023,3796772,Rated PG for some violence and smoking
3024,3796844,"Rated R for drug use, language throughout, sexuality/nudity and some violence"
3025,3797005,Rated R for language and some sexual content
3026,3797060,Rated PG - 13 for brief strong language
3027,3797398,"Rated R for violence, drug content and language"
3028,3797598,Rated PG for thematic elements
3029,3798172,Rated R for language
3030,3798298,"Rated PG-13 for thematic material including war atrocities, violence and disturbing images, and for some sexuality"
3031,3798403,Rated PG for thematic elements including some violence and sensual images
3032,3798903,Rated R for strong disturbing violence and some language
3033,3798906,"Rated R for strong disturbing violence, and for language"
3034,3798907,"Rated R for disturbing bloody violence and strong language (certificate #50474, misprinted in credits as #48235)"
3035,3799077,Rated R for some horror violence and bloody images
3036,3799285,Rated PG for thematic elements and language
3037,3799539,"Rated PG-13 for intense sequences of violence and terror, sexual content, thematic material, language, and smoking throughout"
3038,3799852,"Rated R for sequences of strong bloody violence throughout, sexuality and language"
3039,3799896,Rated R for disturbing prisoner of war violence
3040,3800027,Rated PG-13 for some violence and drug material
3041,3800032,"Rated R for disturbing gory violence, strong language including sexual references and for brief nudity"
3042,3800358,Rated R for bloody violence and grisly images
3043,3801075,"Rated R for language, some violence and brief sexuality"
3044,3801651,Rated PG for some mild menace and rude humor
3045,3801962,"Rated R for language, some violence and brief sexuality"
3046,3801986,"Rated PG-13 for intense sequences of terror, violence and destruction throughout, and thematic elements."
3047,3802000,Rated PG-13 for brief language
3048,3802260,"Rated R for violence, language and brief sexuality/nudity"
3049,3802448,Rated R for some violence
3050,3802801,"Rated PG-13 for violence, sexual content and language"
3051,3802857,"Rated R for strong frontier combat and violence including gory images, a sexual assault, language and brief nudity"
3052,3803315,"Rated R for sexual content, nudity and language"
3053,3803567,"Rated R for language, disturbing and violent behavior, sexual content, nudity and drug use"
3054,3803593,"Rated R for pervasive language, some violence, drug use and sexual content"
3055,3803691,"Rated R for brutal bloody violence throughout, language and some sexuality/nudity"
3056,3803751,"Rated PG-13 for disturbing thematic material, violence, frightening images, and language including sexual references"
3057,3803910,"Rated R for disturbing violent content, graphic nudity and language including sexual references"
3058,3803999,"Rated R for violence, terror and some disturbing images"
3059,3804364,"Rated R for language throughout, some sexual content/nudity and drug use"
3060,3805193,Rated R for language and some bloody violence
3061,3805479,"Rated R for language, brief drug use and sexuality"
3062,3805656,Rated R for language and some sexual material
3063,3805862,"Rated R for disturbing violent content including bloody images, language and brief drug use"
3064,3806225,"Rated PG-13 for thematic material involving disturbing images of violence and human suffering, and for nudity"
3065,3806240,Rated R for violence throughout
3066,3806265,"Rated R for strong violence, language, some sexuality and drug use"
3067,3806492,"Rated PG-13 for sexuality, a scene of war violence, some language, thematic elements and smoking"
3068,3806508,Rated PG-13 for some violence
3069,3807330,"Rated R for violent images, some strong sexuality/nudity, and language"
3070,3807463,"Rated PG-13 for mature thematic material, some disturbing images and brief strong language"
3071,3807750,Rated PG for some language and suggestive comments
3072,3808126,Rated PG for action and some rude humor
3073,3808150,"Rated PG for some crude comments, language and action violence"
3074,3808159,"Rated PG-13 for crude and sexual content throughout, and for language"
3075,3808933,Rated R for strong sexuality including graphic nudity and frank dialogue
3076,3808997,"Rated R for pervasive language, some grisly crime scene images, and drug content"
3077,3809528,"Rated PG - 13 for bloody images, intense sequences of peril, and brief strong language"
3078,3810187,Rated PG for some language
3079,3810606,"Rated PG-13 for some thematic elements, violence and language"
3080,3810871,Rated R for some violent and sexual content
3081,3811246,Rated PG-13 for some sexual material and thematic elements
3082,3811391,"Rated PG-13 for mature thematic content involving sexuality, prescription drugs, suicide, teen abuse, and for some language"
3083,3811430,"Rated R for crude and sexual content, pervasive language, drug material and some violence"
3084,3811558,"Rated R for language, some sexuality and drug use"
3085,3812263,Rated PG for some mild rude humor and action
3086,3812264,Rated PG for some rude humor and action
3087,3812763,"Rated R for violence, pervasive language and brief disturbing sexual content"
3088,3812796,"Rated PG-13 for thematic elements including some substance abuse, smoking and rude references"
3089,3812982,Rated R for some violence
3090,3813120,Rated R for language
3091,3813422,Rated PG-13 for brief sensuality and language
3092,3813623,"Rated R for alcohol use, language and some sexuality - all involving teens"
3093,3814113,Rated PG for mild action and rude humor
3094,3814364,"Rated PG-13 for some sexuality, language, drug material and thematic elements"
3095,3814593,Rated R for language including abusive behavior and some sexual references
3096,3814775,"Rated PG-13 for crude and sexual content, comic violence, language and partial nudity"
3097,3814980,"Rated R for sexual content/nudity, language and some drug use"
3098,3816233,"Rated PG for language, some bullying, rude humor and brief smoking."
3099,3816896,"Rated R for strong violence, language and some sexual content."
3100,3817044,Rated R for some language.
3101,3817571,Rated PG for some scary moments
3102,3817574,Rated PG for some mild peril
3103,3817622,Rated R for violence and language throughout and some sexual content
3104,3818093,"Rated R for disturbing violent content, language and brief nudity"
3105,3818342,"Rated R for violence and terror, and for language"
3106,3818520,Rated R for violence and language
3107,3819590,Rated PG-13 for some thematic elements and suggestive material
3108,3819725,"Rated R for strong creature violence and gore, disturbing images, and language"
3109,3820080,"Rated R for brutal bloody violence, some strong sexuality, nudity and language"
3110,3820250,Rated PG-13 for sequences of adventure action violence
3111,3820308,"Rated PG for slapstick action violence, some rude and suggestive humor including language"
3112,3820942,"Rated R for pervasive strong crude and sexual content including graphic dialogue, drug and alcohol use, and language - all involving teens"
3113,3821457,"Rated R for brutal violence, grisly images, strong sexual content, and language"
3114,3821514,"Rated R for strong sexual content, language throughout, drug content and some violence including a brutal sexual assault"
3115,3822033,"Rated PG-13 for sequences of violence and action, sexual material, some language, a drug reference and thematic elements"
3116,3822307,Rated PG-13 for some thematic material
3117,3822528,Rated PG-13 for thematic elements including sexual issues
3118,3822783,"Rated PG-13 for sexual content, partial nudity and a brief violent image"
3119,3822837,Rated R for some language including sexual references
3120,3822924,Rated PG-13 for thematic elements and disturbing images.
3121,3823041,"Rated R for violence, language, some sexuality/nudity and drug use"
3122,3823056,Rated R for violence and disturbing images
3123,3823440,"Rated R for language, violence including a rape, some sexual content and drug use"
3124,3823610,"Rated PG-13 for disturbing images, violence, sexuality/partial nudity and some thematic elements"
3125,3823611,"Rated PG-13 for sequences of violence including disturbing images, some sensuality and partial nudity"
3126,3823742,"Rated PG-13 for some violence, language and smoking"
3127,3824080,Rated PG for a brief battle scene and mild thematic elements
3128,3824353,Rated PG-13 for brief strong language
3129,3824954,Rated PG-13 for some disturbing images and brief nudity
3130,3825947,Rated R for brief strong language
3131,3825952,"Rated PG-13 for disturbing violent content, and some sexual references"
3132,3826003,"Rated R for violence, disturbing images, and language."
3133,3826254,Rated PG-13 for some partial nudity/sensuality and thematic elements
3134,3826267,"Rated R for violence, pervasive language and some nudity"
3135,3826338,"Rated R for strong violent and sexual content, language and some drug use"
3136,3826926,"Rated PG-13 for disturbing thematic material including terror, violence and some nudity, and for brief language"
3137,3827247,"Rated R for bloody violence, and for language including sexual references"
3138,3827334,"Rated PG-13 for an accident scene, sexual content, partial nudity and some language"
3139,3827435,Rated R for disturbing violent content and graphic nudity
3140,3827550,"Rated R for some sexual content, brief nudity, language and drug use"
3141,3827783,"Rated PG for thematic elements involving perilous situations, and for some nudity, language, brief drug references and smoking"
3142,3828075,"Rated R for drug use, language, some sexuality and violence"
3143,3828479,"Rated R for some strong sexual content including references, pervasive language and violent images"
3144,3828585,Rated R for war violence including some disturbing images
3145,3828685,"Rated R for strong bloody violence including rape, gruesome images, nudity, language and brief drug use"
3146,3829019,"Rated PG-13 for thematic elements, language, some sexual content and brief drug material"
3147,3829076,Rated PG-13 for some disturbing images
3148,3829329,"Rated R for crude and sexual content, language throughout, some drug use and brief graphic nudity."
3149,3830279,Rated R for language and some violence including a sexual assault
3150,3830344,"Rated R for bloody horror violence, language and some sexual content"
3151,3830355,"Rated R for sexuality, nudity and violence"
3152,3830989,"Rated PG for mild thematic elements, brief language and smoking"
3153,3831260,"Rated PG for some language, mild rude humor and action"
3154,3831636,"Rated R for sequences of strong sexual content, graphic nudity, drug use and language throughout, and for some violence"
3155,3831673,Rated R for language
3156,3831676,"Rated PG-13 for sequences of intense sci-fi action and violence, some sexuality and language"
3157,3831696,"Rated R for strong bloody violence, torture, a rape, disturbing behavior, some graphic nudity, and language"
3158,3831781,Rated PG-13 for thematic material and violence/disturbing images
3159,3831782,"Rated PG-13 for some disturbing and frightening images, and for thematic elements"
3160,3832153,Rated PG for some thematic material
3161,3832314,Rated PG-13 for brief strong language and smoking (cut)
3162,3832523,"Rated R for language including sexual references, drug content and violence"
3163,3832788,Rated R for pervasive language including sexual references.
3164,3833357,"Rated PG for thematic elements, brief disturbing images and some language"
3165,3833830,"Rated PG for thematic elements, language and some reckless behavior"
3166,3833881,"Rated R for brief strong language, sexuality and drug use"
3167,3833895,Rated PG - 13 for some violence and thematic elements
3168,3834086,Rated R for language and some sexuality/nudity
3169,3834744,"Rated R for violence, language and brief drug use"
3170,3835044,"Rated PG-13 for violence and combat sequences, some language and thematic elements"
3171,3835405,"Rated PG-13 for some disturbing images, and for drug material"
3172,3835909,Rated R for language and sexual content
3173,3835970,Rated R for some bloody violence and language
3174,3836724,Rated R for pervasive language and some sexual content
3175,3836881,"Rated PG-13 for sexual content, some crude humor, and brief drug use"
3176,3836882,"Rated PG-13 for crude sexual content including references, partial nudity, language and drug material"
3177,3837085,Rated R for language and some sexuality/nudity
3178,3837685,"Rated R for sexual content, crude humor, pervasive language and some drug material"
3179,3837951,Rated R for some language and brief sexuality
3180,3838191,"Rated R for crude and sexual content throughout, brief graphic nudity, pervasive language, drug use and some violence"
3181,3838263,"Rated R for language, sexual content and some drug use"
3182,3838436,"Rated PG-13 for sexual content including references, some violence and action, and for language (edited for re-rating)"
3183,3838436,Rated R for some sexual content (original rating)
3184,3838474,"Rated R for language, some sexual content and brief disturbing images"
3185,3839171,Rated PG-13 for sequences of intense sci-fi action and violence
3186,3839194,"Rated PG-13 for sequences of intense sci-fi action and violence, and some suggestive content"
3187,3840716,Rated PG-13 for some rude and suggestive humor
3188,3841403,"Rated R for violence, language, drug use and some sexuality/nudity"
3189,3842188,Rated PG for mild language and rude humor
3190,3842558,Rated R for bloody violence
3191,3843004,Rated R for language
3192,3843861,"Rated PG-13 for thematic material including a violent incident, and some teen drinking"
3193,3843869,Rated R for language and violence.
3194,3844385,"Rated PG-13 for violence, some language and thematic elements"
3195,3844780,"Rated R for strong crude and sexual content throughout, brief graphic nudity, pervasive language, comic violence and drug use"
3196,3844875,Rated PG-13 for some strong language
3197,3844906,Rated PG for mild action and language
3198,3844937,Rated PG-13 for some violence and thematic elements
3199,3846389,"Rated R for violence, some sexuality/nudity and language"
3200,3846635,"Rated PG for thematic elements, mild rude humor and brief language"
3201,3848476,"Rated R for sexual content, violence, some language, and brief partial nudity"
3202,3849189,Rated R for some sexual references
3203,3849574,Rated R for some sexuality/nudity
3204,3849708,"Rated PG-13 for mature thematic content involving addiction and disturbing behavior throughout, and for brief language"
3205,3850570,"Rated R for some brutal violence, language and sexuality"
3206,3851823,Rated PG-13 for some violence
3207,3851894,Rated R for violence and language
3208,3852584,"Rated PG for sequences of sci-fi action violence and peril, thematic elements, and language"
3209,3852853,"Rated R for strong sexual content, graphic nudity, language and brief drug use"
3210,3853844,"Rated R for crude sexual content throughout including graphic nudity, language, violence, and some drug use"
3211,3854111,"Rated R for strong sexual content, nudity, crude humor, language throughout and some drug use"
3212,3854916,"Rated R for horror violence, terror and brief sexuality"
3213,3855422,"Rated R for violence, language, some drug use and brief sexual images"
3214,3855773,"Rated PG-13 for intense sequences of sci-fi violence and action, some sexual content, brief nudity, and language"
3215,3856403,Rated PG-13 for some mature thematic elements
3216,3856475,"Rated R for language, a disturbing image, brief sexuality and drug use"
3217,3856540,"Rated R for language, some drug use and brief sexuality"
3218,3857099,Rated PG for some peril and mild language
3219,3857364,Rated PG-13 for language and sexual content
3220,3857940,"Rated PG-13 on appeal for some intense violence, perilous action, sexual content and language"
3221,3858177,"Rated PG-13 for thematic elements, some partial nudity, disturbing images and brief strong language"
3222,3858268,"Rated PG-13 for disturbing thematic material involving sex trafficking of children, and some violence"
3223,3858773,"Rated R for strong bloody violence, language, brief nudity and drug use"
3224,3859296,"Rated R for strong sexual content, nudity, language and some drug use"
3225,3859519,"Rated R for sexual content, graphic nudity, violence, some grisly images, and language"
3226,3859796,"Rated PG-13 for sci-fi action and violence, some bloody images, brief strong language and sensuality"
3227,3859986,"Rated PG-13 for intense sequences of sci-fi violence and action, language and brief innuendo"
3228,3859989,"Rated PG-13 for intense prolonged sequences of sci-fi action violence, mayhem and destruction, and for language, some sexuality and innuendo"
3229,3860159,"Rated R for violence and terror, perasive language and brief teen drug use"
3230,3861125,Rated R for violence and language
3231,3861154,"Rated R for some disturbing violence/behavior, strong sexuality, nudity and language"
3232,3862953,"Rated R for violence and terror, pervasive language and some brief drug use (certificate 46791)"
3233,3862959,"Rated R for pervasive language, some disturbing behavior and brief graphic nudity"
3234,3864362,"Rated R for strong violence and language throughout, drug use and some nudity"
3235,3864705,"Rated R for sexuality, some violence, drug use and language"
3236,3865147,"Rated R for some strong sexual content, graphic nudity, and language"
3237,3865264,Rated PG for some mild rude humor
3238,3865889,"Rated PG-13 for language, sexual references, some thematic material and smoking"
3239,3866647,Rated R for language and some disturbing material
3240,3866808,Rated R for language including some sexual references
3241,3866990,Rated PG for mild thematic elements and brief smoking
3242,3867019,Rated R for language.
3243,3867085,Rated R for language and a brief nude photo
3244,3868473,Rated R for brief sexuality and language
3245,3868515,Rated PG for martial arts action and brief mild language
3246,3869258,Rated R for a sex scene
3247,3869790,Rated PG for some mild action and thematic elements
3248,3869906,Rated R for some language and brief nudity
3249,3870484,Rated PG for mild thematic elements
3250,3870580,"Rated R for some disturbing violence/gore, language and sexual content"
3251,3871514,Rated PG-13 for some strong language and sexual material
3252,3872113,Rated PG-13 for brief strong language
3253,3872418,Rated R for some bloody violence
3254,3873197,"Rated R for language, some sexuality/nudity and brief drug use"
3255,3873260,Rated R for language
3256,3873345,"Rated R for sexual material, language and some drug use"
3257,3873967,Rated R for language including a sexual reference
3258,3875272,Rated R for some violence and sexuality
3259,3875458,"Rated R for violence, pervasive language and some sexual content"
3260,3876451,"Rated PG for thematic elements, action and brief language"
3261,3877649,Rated R for language and a scene of sexuality
3262,3878489,- Rated PG for thematic elements and brief language
3263,3879945,"Rated PG for rude and suggestive content, and some action"
3264,3880069,"Rated R for strong sexual content, nudity, language and brief drug use"
3265,3880652,"Rated PG for some action violence involving gunplay, and mild rude humor"
3266,3882766,"Rated PG - 13 for thematic elements, drug references and some suggestive material"
3267,3883040,Rated PG-13 for some language and unsettling images
3268,3883079,"Rated PG-13 for war violence including intense sequences of brutality, and for brief language"
3269,3883601,Rated PG-13 for some violent content and mature thematic elements
3270,3883916,Rated PG-13 for some language
3271,3884247,"Rated R for violence, some grisly images, and language"
3272,3884330,Rated R for some horror violence and language
3273,3884464,Rated R for some strong language including a crude reference
3274,3884630,"Rated PG-13 for terror, scary images and brief language"
3275,3884644,"Rated R for graphic nudity, sexual content, some violence and language"
3276,3884941,"Rated PG for some violence and sports action, thematic elements and rude humor"
3277,3884950,Rated PG for some language.
3278,3885285,"Rated R for strong violence and gore, and for some language"
3279,3885361,Rated PG for thematic elements
3280,3886109,Rated R for some strong sexual content and graphic nudity
3281,3886637,Rated R for language
3282,3886798,"Rated R for some strong risqué sexual content/graphic nudity, and for language and drug use"
3283,3887217,Rated PG for language
3284,3887361,Rated PG-13 for some violence and language
3285,3887458,"Rated PG-13 for some disturbing images, smoking and brief strong language"
3286,3887884,"Rated R for brutal bloody violence throughout, strong sexual content, graphic nudity, and language (edited for re-rating)"
3287,3888070,"Rated PG-13 for some intense sequences of violence and action, and brief sexual content"
3288,3888261,Rated PG-13 for some violence and thematic drug material.
3289,3888510,Rated R for some bloody creature violence
3290,3889337,"Rated PG-13 for violent content, sexual material and thematic elements"
3291,3889400,"Rated R for violence including a rape, language, and brief drug use"
3292,3892607,Rated PG-13 for some violence
3293,3893187,"Rated R for disturbing violent and sexual behavior, drug use, and language throughout"
3294,3894014,Rated R for war-related images and brief language
3295,3895189,"Rated R for bloody violence, strong sexuality, graphic nudity, pervasive language and some drug use"
3296,3895191,"Rated R for disturbing strong violence and gore, sexual content, language and some drug use"
3297,3895192,"Rated R for graphic and bloody violence, grisly images, sexual material, nudity and language"
3298,3895483,"Rated R for crude and sexual content and language throughout, and brief graphic nudity"
3299,3897031,"Rated R for some disturbing violent content and, language"
3300,3897037,"Rated PG-13 for violence, bloody images, sexual content and language"
3301,3897261,"Rated PG-13 for violent images, some drug material, sexual content and language"
3302,3897790,Rated PG-13 for thematic elements and some violence/peril
3303,3899561,Rated R for brief strong language
3304,3899598,Rated PG-13 for disturbing thematic material and images
3305,3900106,Rated R for bloody violence and some language
3306,3900795,Rated PG-13 for some strong language
3307,3900881,"Rated R for violence including a rape scene, sexuality/nudity, language and some drug content"
3308,3901750,"Rated PG-13 for sexuality including references, drug content, violence and some strong language"
3309,3902240,Rated R for language and sexual content (re-rating) (2014)
3310,3903435,"Rated R for violence, language and some sexual content/nudity"
3311,3903821,"Rated PG-13 for mature thematic material involving drug abuse, and some violence"
3312,3903843,"Rated PG-13 for macabre images, violence and a sequence of destruction"
3313,3904407,"Rated R for drug use, language and some sexual content"
3314,3905354,"Rated R for strong violence, language throughout, and some sexuality/nudity"
3315,3905849,"Rated R for brutal violence, torture and language throughout"
3316,3906831,"Rated R for violence, disturbing behavior and language"
3317,3907060,"Rated R for disturbing violent content, some language including sexual references, and teen partying"
3318,3908001,Rated R for violence and some bloody images
3319,3908850,"Rated R for language throughout, sexual content and brief graphic nudity"
3320,3910046,Rated PG-13 for thematic material and some violence
3321,3912040,"Rated PG-13 for a sequence of nudity, and some disturbing images"
3322,3913781,"Rated R for some domestic violence, nudity and language"
3323,3914026,"Rated PG for thematic elements, brief mild language and smoking"
3324,3914654,"Rated PG-13 for dangerous sports action, some language and thematic material involving drugs and alcohol"
3325,3915461,Rated PG-13 for thematic material and brief nudity
3326,3915764,Rated R for language and some sexual content
3327,3916130,"Rated PG for creature action and peril, and mild rude humor"
3328,3916151,"Rated R for bloody violence, language, some sexuality/nudity and drug use"
3329,3916153,Rated PG-13 for war violence including crimes against humanity
3330,3916450,"Rated PG for period smoking throughout, mild thematic elements and language"
3331,3916938,"Rated R for sexual content, graphic nudity, language and drug use"
3332,3917564,"Rated R for language throughout, drug use and some sexual references"
3333,3917580,Rated PG-13 for war violence and a scene of sexual menace
3334,3917618,Rated PG-13 for intense sequences of war violence
3335,3917738,Rated PG-13 for fantasy war violence including some disturbing images
3336,3917776,Rated R for bloody war violence and some language
3337,3917800,Rated PG for thematic elements throughout
3338,3917944,Rated PG - 13 for extended sequences of intense fantasy violence
3339,3918137,Rated PG-13 for zombie violence and some language
3340,3918339,"Rated PG-13 for sequences of intense mixed martial arts fighting, some language and thematic material"
3341,3918350,Rated PG-13 for martial arts violence throughout
3342,3918368,Rated R for sequences of violence
3343,3918388,Rated PG-13 for martial arts fantasy violence
3344,3918599,Rated PG-13 for mature thematic material and some disturbing images
3345,3919863,Rated PG-13 for moments of intense violence and sexual content
3346,3920117,"Rated PG- 13 for thematic material, sensuality, substance abuse, some violence and language"
3347,3920234,Rated PG for some smoking images
3348,3920836,Rated PG-13 for some thematic material and brief drug use
3349,3921320,"Rated R for disturbing violence, bloody images, some sexuality, nudity and language"
3350,3921331,Rated R for some language
3351,3921338,"Rated R for language throughout, drug use, sexual content and some nudity"
